CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12012356,1,5,,56,M,M,GRAD,0,,,61982.4984,,61982.4984,560095
12012251,1,5,,57,M,M,UG,0,,,52575.37892,,52575.37892,606601
12012578,1,6,,47,M,M,UG,0,,,33975.32982,,33975.32982,380015
12012352,3,4,,37,M,M,UG,0,,,42536.70933,,42536.70933,533101
12012583,1,5,,51,M,M,UG,0,,,57772.86498,0,57772.86498,530016
12012358,1,4,,44,M,M,GRAD,0,,,243709.8511,,243709.8511,506009
12012581,1,5,,34,M,M,UG,0,,,39183.82038,,39183.82038,641002
12012359,1,4,,45,M,M,GRAD,0,,,104563.7512,,104563.7512,395002
12012579,1,4,,35,M,M,OTHERS,0,,,82571.269,,82571.269,627005
12012582,1,4,,44,M,M,UG,0,,,41705.99732,,41705.99732,635109
12012892,1,4,,26,M,M,UG,0,,,41082.95957,,41082.95957,524001
12012360,1,4,,32,M,M,UG,3,,,52545.353,,52545.353,602001
12012893,1,4,,35,M,M,UG,0,,,64072.73753,,64072.73753,500034
12012584,1,5,,41,M,M,UG,0,,,29224.22404,,29224.22404,639001
12012361,1,4,,29,M,M,UG,0,,,61491.57467,,61491.57467,380015
12012894,1,5,,44,M,M,UG,0,,,93755.92271,0,93755.92271,530016
12012362,1,5,,31,F,M,GRAD,0,,,66647.02445,3,66647.02445,395002
12012895,1,5,,47,M,M,UG,0,,,106845.7208,,106845.7208,639001
12012585,1,5,,41,M,M,GRAD,0,,,56854.07195,,56854.07195,641002
12012586,1,5,,54,M,M,UG,0,,,0,,0,641002
12012357,1,4,,34,M,M,UG,0,,,92452.79796,,92452.79796,500034
12012365,1,6,,37,M,M,PRF,5,,,216154.6927,,216154.6927,380015
12012366,1,5,,46,M,M,UG,0,,,55045.01051,23,55045.01051,360001
12012587,1,4,,44,M,M,UG,0,,,40099.61082,,40099.61082,395002
12012367,1,5,,51,M,M,UG,0,,,70765.07883,0,70765.07883,632007
12012368,1,4,,45,M,M,UG,0,,,39558.39368,,39558.39368,560095
12012370,1,4,,54,M,M,UG,2,,,83066.69661,,83066.69661,534006
12012369,1,4,,46,M,M,UG,0,,,34529.8034,,34529.8034,639001
12012372,1,6,,40,M,M,PRF,5,,,198019.4147,,198019.4147,380015
12012591,1,4,,55,M,M,GRAD,0,,,268828.1512,,268828.1557,110001
12012896,1,4,,32,M,M,null,0,,,48166.07315,,48166.07315,637001
12012373,1,5,,37,M,M,UG,0,,OTH,64503.17405,11,64503.17405,380015
12012588,1,5,,39,F,M,UG,0,,,29725.65684,,29725.65684,637001
12013174,1,5,,25,M,M,UG,0,,,22519.437,,22519.437,627005
12012592,1,6,,31,M,M,PRF,0,,,45132.07444,,45132.07895,302001
12012376,1,4,,38,M,M,UG,4,,,44900.87489,,44900.87939,380015
12012589,1,5,,42,M,S,UG,0,,,43162.25425,8,43162.25425,603001
12012377,1,4,,53,M,M,GRAD,0,,,1093353.451,,1093353.447,400070
12012378,1,4,,43,M,M,POSTGRAD,0,,,275423.2236,,275423.2236,530016
12012379,1,5,,46,M,M,UG,0,,,96603.88084,0,96603.88084,530016
12012364,1,5,,48,M,M,UG,0,,,83980.98576,,83980.98576,639001
12012593,1,4,,37,F,M,OTHERS,0,,,0,,0,625010
12012380,1,4,,38,M,M,GRAD,0,,,67684.4799,,67684.4829,395002
12012594,1,5,,31,M,M,OTHERS,0,,,27023.3244,,27023.3244,627005
12012595,1,4,,31,M,M,UG,5,,,139338.521,,139338.5165,380015
12012897,1,5,,51,F,M,GRAD,0,,,108935.5245,,108935.5245,533101
12012382,1,4,,47,M,M,UG,0,,,41584.13714,,41584.13714,380015
12012596,1,4,,35,F,M,GRAD,3,,,359546.8324,,359546.8324,600017
12012383,1,4,,38,M,M,UG,0,,,63724.00153,,63724.00153,360001
12012384,4,8,,,,,,0,,MD,0,,0,110001
12012385,1,4,,38,M,M,UG,0,,,126467.6569,,126467.6569,530016
12012898,1,4,,38,M,M,UG,0,,,36031.0992,,36031.0992,639001
12012899,1,5,,40,M,M,OTHERS,0,,CP1,42566.23982,0,42566.23982,636004
12012387,1,4,,60,M,M,GRAD,0,,,334770.9479,,334770.9479,400070
12012388,1,5,,43,M,M,UG,0,,,36031.0992,,36031.0992,627005
12012900,1,5,,46,M,M,GRAD,0,,,30025.916,,30025.916,641002
12012598,1,5,,28,M,M,UG,0,,,41779.56082,,41779.56082,506009
12012390,1,5,,41,M,M,UG,0,,,35780.3828,,35780.3828,641002
12012901,1,4,,29,M,M,UG,0,,,42786.9303,,42786.9303,627005
12012599,1,5,,27,M,S,GRAD,0,,,135232.2218,,135232.2218,505001
12012394,1,5,,54,F,M,GRAD,3,,,78818.0295,,78818.0295,505001
12012395,1,5,,52,M,M,UG,0,,,45789.5219,18,45789.5219,500034
12012396,1,5,,49,M,M,UG,0,,,62862.25774,,62862.25774,639001
12012397,1,4,,31,M,M,PRF,5,,,83543.6733,,83543.6703,380015
12012391,1,5,,45,F,M,OTHERS,0,,,73413.36462,,73413.36462,625010
12012601,1,5,,27,M,M,GRAD,0,,,29890.79938,0,29890.79938,624003
12012399,1,4,,27,M,S,UG,0,,,68158.82932,,68158.82932,500034
12012602,1,4,,47,F,M,GRAD,0,,,126876.0094,,126876.0094,411005
12012400,1,4,,34,M,M,UG,0,,,82533.6165,,82533.612,395002
12012401,1,4,,40,M,M,GRAD,0,,,143189.0895,,143189.0895,411005
12012603,1,4,,29,M,M,GRAD,5,,,222054.59,,222054.5885,380015
12012403,1,4,,43,M,M,UG,0,,,54860.35112,,54860.35112,380015
12012902,1,4,,33,M,M,UG,0,,,51238.09968,,51238.09968,411005
12012600,1,5,,45,M,M,POSTGRAD,0,,,87939.90278,0,87939.90278,506009
12012405,1,4,,49,M,M,UG,0,,,81295.16757,,81295.16757,500050
12012404,1,4,,46,M,M,GRAD,0,,,1508757.24,,1508757.24,400070
12012604,1,4,,29,M,S,UG,0,,,50138.77583,,50138.77583,500092
12012381,1,5,,49,M,M,UG,0,,OTH,30025.916,12,30025.916,380015
12012393,1,5,,42,M,M,UG,0,,,54564.59585,0,54564.59585,506009
12012389,1,4,,44,M,M,UG,0,,,117401.3316,,117401.3316,506009
12012406,1,6,,46,M,M,PRF,0,,,357144.6991,,357144.7036,400070
12012605,1,4,,34,M,M,UG,2,,,80950.8754,,80950.8709,302001
12012407,1,4,,47,M,M,UG,0,,,104127.6998,,104127.6998,500050
12012903,1,4,,32,F,M,UG,1,,,66550.94152,,66550.94152,534006
12012402,1,4,,65,M,M,PRF,5,,,314655.716,,314655.7115,380015
12012606,1,5,,40,M,M,GRAD,0,,,46089.78106,10,46089.78106,641002
12012408,1,4,,67,M,M,GRAD,0,,,375323.95,,375323.95,560095
12012409,1,4,,39,M,M,UG,0,,,37532.395,,37532.395,639001
12012607,1,4,,32,M,M,UG,0,,,38424.16471,,38424.16471,360001
12012410,1,5,,57,F,M,UG,0,,AST,98091.66498,,98091.66498,518002
12012608,1,4,,38,M,M,UG,0,,,89627.35926,,89627.35926,517501
12012590,1,4,,45,F,M,UG,0,,,60239.49398,,60239.49398,603001
12012411,1,5,,34,M,M,UG,0,,,37532.395,6,37532.395,395002
12012412,1,4,,34,M,M,UG,4,,,80919.84362,,80919.84362,632007
12012413,1,4,,47,F,M,GRAD,0,,,84097.5914,,84097.5869,422007
12012609,1,5,,50,F,M,null,0,,,15012.958,,15012.958,641002
12012610,1,6,,39,M,M,GRAD,0,,,41557.36904,,41557.36904,505001
12012416,1,5,,42,M,M,UG,3,,,43959.44232,,43959.44232,622001
12012417,1,4,,27,M,M,UG,0,,,149321.8829,,149321.8829,391440
12012418,1,5,,41,M,M,UG,0,,,53371.06569,0,53371.06569,517501
12012611,1,4,,24,M,M,UG,0,,,45038.874,,45038.874,395002
12012904,1,4,,35,M,M,GRAD,0,,,74212.17409,,74212.17859,391440
12012420,1,4,,42,M,M,GRAD,4,,,86519.30163,,86519.30163,520003
12012612,1,5,,30,M,M,UG,0,,,50946.47297,5,50946.47297,395002
12012905,1,4,,43,F,M,GRAD,1,,,50128.01154,,50128.01605,110001
12012421,1,4,,43,M,M,UG,0,,,127610.143,,127610.143,380015
12012614,1,4,,36,M,M,GRAD,0,,,386762.5779,,386762.5734,110001
12012422,1,4,,38,M,M,UG,0,,,161899.7391,,161899.7391,500050
12012423,1,4,,32,M,M,UG,0,,,37023.83105,,37023.83105,395002
12012906,1,4,,33,M,M,GRAD,0,,,41285.6345,,41285.6345,628002
12012615,1,4,,39,M,M,GRAD,3,,,78818.0295,,78818.0295,622001
12012424,1,5,,34,M,M,UG,0,,,52485.30117,5,52485.30117,395002
12012425,1,5,,26,M,M,UG,0,,,45038.874,0,45038.874,395002
12012426,1,4,,31,F,M,GRAD,0,,,90077.748,,90077.748,605005
12012427,1,4,,36,M,M,GRAD,0,,,69877.69291,,69877.6884,411005
12012428,3,4,,48,M,M,GRAD,0,,,61849.63372,,61849.63372,500034
12012429,1,4,,48,M,M,GRAD,0,,,71952.72391,,71952.72841,440010
12012430,6,8,,,,,,0,,,0,,0,395002
12012431,1,4,,44,M,M,UG,0,,,92029.43254,,92029.43254,517501
12012432,1,4,,42,M,M,GRAD,0,,,424010.102,,424010.0975,411005
12012433,1,5,,31,F,M,GRAD,0,,,27873.05782,2,27873.05782,395002
12012613,1,4,,51,M,M,UG,0,,,269632.7257,,269632.7257,506009
12012434,1,4,,42,M,M,UG,0,,,79756.33938,,79756.33938,560095
12012435,1,4,,24,M,S,UG,0,,,40769.18874,,40769.18874,360001
12012617,1,4,,53,M,M,GRAD,0,,,805043.4199,,805043.4124,641002
12012436,1,4,,27,M,M,UG,0,,,38826.51198,,38826.51198,380015
12012437,1,5,,25,M,M,UG,0,,,52943.19639,0,52943.19639,530016
12012438,1,4,,36,M,M,GRAD,0,,,235610.2402,,235610.2357,411005
12012439,1,4,,33,M,M,UG,0,,,47290.8177,,47290.8177,606601
12012440,1,5,,41,M,M,GRAD,0,,,67235.5324,,67235.5324,524001
12012618,1,4,,45,M,M,GRAD,1,,,142877.6907,,142877.6952,380015
12012907,1,4,,46,M,M,GRAD,0,,,163566.1774,,163566.1774,641002
12012442,1,4,,42,M,M,UG,0,,,57349.49956,,57349.49956,606601
12012620,1,4,,57,M,M,UG,5,,,195178.0923,,195178.0878,380015
12012374,1,5,,28,F,M,GRAD,0,,,41015.40126,3,41015.40126,600053
12012908,1,4,,47,M,M,UG,3,,,154863.1657,,154863.1657,622001
12012444,1,4,,47,M,M,OTHERS,0,,,81069.9732,,81069.9732,605005
12012621,1,4,,48,M,M,GRAD,0,,,347065.0592,,347065.0592,530016
12012375,1,5,,27,M,S,GRAD,0,,,30025.916,3,30025.916,600053
12012445,1,4,,29,M,M,GRAD,0,,,186454.4377,,186454.4332,400070
12013175,1,4,,35,F,M,GRAD,0,,,176965.2424,,176965.2424,560095
12012447,1,5,,36,F,M,UG,0,,,39033.6908,0,39033.6908,395002
12012448,1,4,,53,M,M,UG,0,,,62621.17966,,62621.17515,411005
12012623,1,4,,29,M,M,UG,0,,,39784.3387,,39784.3387,395002
12012450,1,5,,44,M,M,UG,0,,,37532.395,19,37532.395,395002
12012624,1,4,,33,M,M,UG,0,,,73459.90479,,73459.90479,500034
12012625,1,4,,36,F,M,GRAD,0,,,112597.185,,112597.185,380015
12013177,1,4,,56,M,M,UG,0,,,60952.60948,,60952.60948,600053
12012451,1,5,,40,M,M,UG,3,,,26880.7013,,26880.7013,602001
12012622,1,4,,45,M,M,UG,3,,,105090.706,,105090.706,620017
12012909,1,5,,47,M,M,GRAD,0,,JROF,121816.6425,0,121816.6425,506009
12012452,1,5,,42,M,M,UG,3,,,38653.86296,21,38653.86296,632007
12012626,1,5,,49,F,M,UG,0,,,68182.85005,0,68182.85005,506009
12012627,1,5,,29,F,M,GRAD,0,,,38248.5131,2,38248.5131,411005
12012628,1,4,,37,M,M,UG,0,,,64767.82247,,64767.82247,500034
12012629,1,5,,22,M,S,UG,0,,,39033.6908,2,39033.6908,395002
12012630,1,4,,30,M,M,GRAD,0,,,199098.9665,,199098.971,560095
12012631,1,4,,42,M,M,UG,0,,,146826.7292,,146826.7292,506009
12013178,1,4,,26,M,M,GRAD,0,,,82335.31034,,82335.31484,411005
12012454,1,5,,52,M,M,UG,0,,,99222.14072,,99222.14072,517501
12012355,1,4,,54,F,M,GRAD,0,,,33932.28767,,33932.28767,600017
12012632,1,5,,39,M,M,GRAD,0,,DM,87283.83652,,87283.83652,505001
12012910,1,4,,39,M,M,UG,0,,,38283.0429,,38283.0429,524001
12012633,1,4,,37,M,M,GRAD,0,,,113276.2661,,113276.2661,533101
12012634,1,4,,59,M,M,UG,4,,,78578.07739,,78578.07289,380015
12012456,1,4,,43,M,M,UG,4,,,67558.311,,67558.311,602001
12012457,1,4,,49,M,M,UG,0,,,79568.6774,,79568.6774,524001
12012458,1,5,,46,F,M,GRAD,0,,,273645.6894,0,273645.6894,500034
12012635,1,5,,38,F,M,POSTGRAD,0,,,65249.31806,,65249.31806,533101
12012911,1,4,,34,M,M,UG,3,,,69903.33504,,69903.33504,520003
12012636,1,4,,41,M,M,UG,0,,,234202.1448,,234202.1448,395002
12013176,1,4,,59,M,M,UG,4,,,48041.4656,,48041.4656,620017
12012459,1,5,,33,F,M,GRAD,0,,,49539.75881,,49539.75881,524001
12012460,1,4,,28,M,M,UG,2,,,100206.4953,,100206.4953,520003
12012912,1,4,,52,M,M,UG,0,,,703065.2004,,703065.2049,400070
12012461,1,4,,51,M,M,GRAD,0,,,91559.63205,,91559.63054,440010
12012638,1,5,,33,M,M,GRAD,0,,,34529.8034,9,34529.8034,605005
12012462,1,4,,46,M,M,GRAD,0,,,169518.8153,,169518.8153,400070
12012463,1,5,,28,F,S,GRAD,0,,,65606.62646,10,65606.62646,533101
12012464,1,4,,25,M,M,UG,0,,,45038.874,,45038.874,395002
12012913,1,4,,44,M,M,GRAD,0,,,60401.63392,,60401.63392,517501
12013179,1,4,,45,M,M,UG,4,,,70270.64207,,70270.64207,520003
12012914,1,4,,55,M,M,UG,0,,,78442.70555,,78442.70555,631501
12012639,1,4,,55,M,M,GRAD,2,,,177445.6571,,177445.6571,380015
12012640,1,4,,41,M,M,UG,0,,,57612.22633,,57612.22633,605005
12012580,1,5,,25,F,S,UG,0,,OTH,34652.90966,2,34652.90966,600017
12012466,1,4,,32,M,S,GRAD,2,,,65870.97462,,65870.97913,380015
12012467,1,5,,27,M,M,UG,0,,,22519.437,3,22519.437,360001
12012641,1,4,,57,F,M,GRAD,0,,,387424.3941,,387424.3941,110001
12013502,1,4,,46,M,M,UG,2,,,0,,0,622001
12012642,1,5,,30,M,M,POSTGRAD,2,,,19959.72766,,19959.72766,620017
12012643,1,4,,40,F,M,UG,0,,,37532.395,,37532.395,395002
12012469,1,4,,39,M,M,GRAD,0,,,59382.50929,,59382.50929,533101
12012470,1,5,,36,M,M,UG,0,,,45038.874,12,45038.874,395002
12012471,1,5,,58,F,M,UG,0,,,56202.50957,0,56202.50957,391440
12012915,1,4,,31,M,M,UG,0,,,155706.8939,,155706.8939,631501
12012644,1,4,,49,M,M,UG,0,,,64780.91377,,64780.91377,500034
12012916,1,4,,31,F,M,UG,0,,,1.5012958,,1.5012958,0
12012645,1,4,,43,M,S,UG,0,,,52545.353,,52545.353,637001
12012647,1,4,,35,M,M,OTHERS,0,,,83321.9169,,83321.9169,627005
12012646,1,4,,52,M,M,UG,0,,,91016.05788,,91016.05788,600053
12012474,1,5,,32,M,M,POSTGRAD,0,,,33028.5076,10,33028.5076,395002
12012648,1,5,,28,F,S,GRAD,0,,OTH,72212.32798,3,72212.32798,380015
12013180,1,5,,44,M,M,UG,0,,,42081.32127,0,42081.32127,570009
12012650,1,5,,26,M,S,GRAD,0,,,31429.62757,,31429.62757,641002
12012477,1,5,,34,M,M,UG,0,,,36781.7471,2,36781.7471,360001
12012651,1,4,,43,M,M,UG,0,,,99788.12923,,99788.12923,533101
12012652,1,4,,32,M,M,UG,0,,,68308.9589,,68308.9589,395002
12012653,1,5,,33,M,M,GRAD,0,,,60742.42807,8,60742.42807,500050
12012481,4,8,,,,,,0,,MD,0,,0,400070
12012482,1,5,,46,M,M,POSTGRAD,0,,AST,149438.9839,0,149438.9839,518002
12012654,1,5,,56,M,M,UG,0,,,0,,0,641002
12012483,1,4,,43,M,M,GRAD,0,,,129853.5744,,129853.5789,411005
12013181,1,5,,49,M,M,UG,3,,OFF,53611.27302,,53611.27302,500092
12012655,1,4,,30,M,M,UG,0,,,65224.86195,,65224.86195,395002
12012917,2,4,,45,M,M,UG,0,,,52603.90354,,52603.90354,505001
12012918,1,4,,46,F,M,UG,0,,,1.5012958,,1.5012958,0
12012485,1,4,,51,M,M,UG,0,,,41389.22391,,41389.22391,360001
12012486,1,4,,45,M,M,OTHERS,0,,,57612.22633,,57612.22633,605005
12012487,1,4,,56,M,M,UG,0,,,93080.3396,,93080.3396,524001
12012488,1,4,,50,M,M,UG,0,,,96485.27847,,96485.27847,360001
12012656,1,4,,26,M,M,UG,5,,,58400.40662,,58400.40662,641601
12012919,1,5,,38,M,M,GRAD,0,,,27773.9723,,27773.9723,0
12012920,1,4,,41,M,M,UG,0,,,39258.88517,,39258.88517,625010
12012489,1,4,,39,M,M,UG,0,,,34137.09444,,34137.09444,395002
12012490,1,4,,33,M,M,OTHERS,0,,,41833.60747,,41833.60747,625010
12012659,1,4,,46,M,M,UG,0,,,75323.01288,,0,641002
12012491,1,5,,29,F,M,POSTGRAD,0,,,52432.75582,3,52432.75582,500050
12012660,1,5,,41,M,M,UG,0,,,45038.874,9,45038.874,395002
12012662,1,4,,35,M,M,UG,0,,,121076.5037,,121076.5037,641601
12012492,1,4,,34,M,M,UG,0,,,52545.353,,52545.353,380015
12012661,1,4,,33,M,S,UG,0,,,98710.19885,,98710.19885,627005
12012493,1,4,,36,M,M,UG,0,,,38820.5068,,38820.5068,380015
12012664,1,4,,36,M,S,UG,1,,,180155.496,,180155.496,622001
12012921,1,5,,43,M,M,GRAD,0,,,18015.5496,,18015.5496,533101
12012495,1,4,,46,M,M,UG,2,,,82795.95293,,82795.95293,520003
12012665,1,5,,42,M,M,POSTGRAD,2,,,28524.6202,,28524.6202,500092
12012497,1,4,,50,M,M,UG,0,,,46068.76292,,46068.76292,632007
12012498,1,4,,56,M,M,GRAD,0,,,100106.2838,,100106.2793,391440
12012499,1,4,,28,M,M,UG,0,,,39339.95514,,39339.95514,360001
12012500,1,4,,29,M,M,GRAD,0,,,103723.2807,,103723.2762,411005
12012619,1,5,,37,M,M,GRAD,0,,,49679.37932,5,49679.37932,600053
12012501,1,4,,52,M,M,GRAD,0,,,262676.7268,,262676.7223,400070
12012667,1,4,,29,M,M,UG,0,,,39647.72078,,39647.72078,360001
12012668,1,4,,40,M,M,MAT,0,,CP1,66057.0152,,66057.0152,636004
12012669,1,4,,44,M,M,GRAD,0,,,166588.2859,,166588.2859,411005
12012670,1,4,,52,M,M,GRAD,0,,,97126.33178,,97126.33178,400070
12012671,1,4,,43,M,M,UG,0,,,53518.83824,,53518.83824,380015
12012672,1,5,,37,M,M,PRF,0,,,240331.9356,3,240331.9356,380015
12012649,1,4,,42,M,M,UG,0,,,78217.51118,,78217.51118,600017
12012673,1,4,,44,M,M,UG,0,,,131031.5961,,131031.5961,628002
12012923,1,4,,41,F,M,UG,0,,,1.5012958,,1.5012958,639001
12012502,1,4,,32,M,M,POSTGRAD,0,,,60521.99281,,60521.9883,500034
12012674,1,5,,27,M,M,UG,0,,,33779.1555,5,33779.1555,395002
12012503,1,5,,43,M,M,UG,0,,,36031.0992,,36031.0992,639001
12012924,1,4,,37,M,M,GRAD,0,,,161438.8413,,161438.8413,500050
12012504,1,4,,43,M,M,UG,0,,,51719.95558,,51719.95558,500034
12012676,1,5,,44,F,M,GRAD,0,,,112865.9169,0,112865.9169,411005
12012925,1,5,,44,M,M,GRAD,0,,,50566.64514,9,50566.64514,411005
12012926,1,4,,28,M,M,UG,2,,,117851.7203,,117851.7203,600017
12012677,1,5,,25,M,S,GRAD,0,,OTH,45068.89992,3,45068.89992,380015
12012506,1,4,,24,M,S,UG,0,,,40769.18874,,40769.18874,360001
12012678,1,4,,59,M,M,UG,0,,,37832.65416,,37832.65416,628002
12012679,1,4,,47,M,M,UG,5,,,106414.7288,,106414.7243,380015
12012680,1,4,,40,M,M,UG,3,,,64475.64028,,64475.64028,520003
12012682,1,4,,51,M,M,UG,0,,,101337.4665,,101337.4665,613009
12012507,3,8,,,,,,0,,,0,,0,302001
12012683,1,4,,56,M,M,UG,0,,,42531.71001,,42531.71001,380015
12012928,1,4,,27,M,S,UG,0,,,42723.87588,,0,560095
12012684,1,5,,32,M,M,GRAD,0,,MGR,74654.93625,0,74654.93625,506009
12012686,1,4,,47,M,M,UG,0,,,75273.47012,,75273.47012,533101
12012687,1,4,,35,M,M,UG,0,,,455622.0019,,455622.0064,395002
12012511,1,4,,54,M,M,GRAD,0,,,1695720.737,,1695720.737,500034
12012929,1,5,,32,M,M,GRAD,0,,AST,68999.55497,11,68999.55497,518002
12012512,1,4,,56,M,M,UG,1,,,82571.269,,82571.269,602001
12012513,1,5,,38,M,M,POSTGRAD,0,,,183612.9802,0,183612.9802,500034
12012930,1,4,,33,M,M,UG,0,,,125358.1993,,125358.1993,380015
12012689,1,5,,38,M,M,UG,0,,,37678.02069,,37678.02069,600017
12012690,1,4,,53,M,M,null,0,,,22519.437,,22519.437,625010
12012514,1,4,,50,M,M,UG,0,,,192479.6332,,192479.6332,560095
12012931,1,4,,59,M,M,OTHERS,0,,,41285.6345,,41285.6345,636004
12012932,1,4,,44,M,M,UG,0,,,86250.88495,,86250.88495,500050
12012516,1,5,,49,F,M,GRAD,0,,,96060.41176,,96060.41176,641002
12012933,1,5,,35,M,M,UG,0,,,48885.19384,0,48885.19384,500050
12013182,1,4,,43,M,M,UG,0,,,30776.5639,,30776.5639,639001
12012517,1,5,,31,M,M,POSTGRAD,0,,OTH,97495.65055,2,97495.65055,380015
12012695,1,5,,32,M,M,GRAD,0,,,27473.71314,0,27473.71314,411005
12012934,1,4,,34,M,M,GRAD,0,,,109987.9329,0,109987.9329,411005
12012523,1,4,,38,M,M,UG,2,,,658510.6294,,658510.6249,391440
12012700,1,4,,49,F,M,UG,0,,,75345.02187,,75345.02187,500050
12012701,1,5,,31,M,M,null,0,,,1.5012958,,1.5012958,637001
12012702,1,4,,39,M,M,OTHERS,0,,,45220.53079,,45220.53079,625010
12012703,1,4,,57,M,M,GRAD,0,,,71036.69326,,71036.68876,400070
12012526,1,4,,57,M,M,GRAD,0,,,78067.3816,,78067.3816,639001
12012706,1,4,,42,M,M,UG,0,,,48411.41491,,48411.41041,440010
12012525,1,4,,38,M,M,UG,0,,,161900.4897,,161900.4897,500050
12012707,1,5,,57,M,M,UG,0,,,164575.0482,37,164575.0482,506009
12013503,1,5,,58,M,M,GRAD,2,,,1348067.545,,1348067.545,110001
12012935,1,4,,53,M,M,null,0,,,80469.45488,,80469.45488,637001
12012708,1,4,,45,M,M,UG,0,,,45977.18388,,45977.18388,628002
12012936,1,4,,54,M,M,OTHERS,0,,,183533.4116,,183533.4116,625010
12013183,1,4,,52,M,M,UG,0,,,38003.80188,,38003.80188,625010
12012937,1,4,,34,F,M,GRAD,0,,,1.5012958,,1.5012958,625010
12013781,1,5,,55,F,M,GRAD,0,,,368868.3781,,368868.3781,110001
12012709,1,4,,44,M,M,GRAD,0,,,187661.975,,187661.975,380015
12012938,1,4,,38,M,M,GRAD,0,,,105766.2891,,105766.2891,524001
12012939,1,5,,50,M,M,GRAD,0,,,83469.04389,0,83469.04389,500034
12012710,1,4,,38,M,M,GRAD,0,,,55425.7091,,55425.7091,380015
12013184,1,4,,49,M,M,UG,0,,,37532.395,,37532.395,639001
12012712,1,6,,23,M,S,UG,0,,,45038.874,,45038.874,380015
12012713,1,4,,41,F,M,UG,0,,,1.5012958,,1.5012958,639001
12013186,1,5,,52,M,M,GRAD,0,,OFF,97384.55466,0,97384.55466,530016
12012711,1,4,,53,F,M,GRAD,0,,,178808.083,,178808.083,395002
12013185,1,4,,42,M,M,UG,0,,,60188.44992,,60188.44992,635109
12012940,1,4,,43,F,M,GRAD,1,,,295152.6224,,295152.6269,110001
12012941,1,4,,46,M,M,UG,0,,,93976.61319,,93976.61319,605005
12012714,1,4,,41,M,M,UG,3,,,349636.7789,,349636.7789,641601
12013188,1,4,,53,M,M,UG,2,,,96983.70868,,96983.70868,622001
12013187,1,5,,53,M,M,UG,0,,,95330.782,0,95330.782,530016
12012716,1,4,,42,M,M,UG,0,,,66057.0152,,66057.0152,637001
12013504,1,5,,48,M,M,UG,4,,,46678.28901,,46678.28901,621212
12012942,1,5,,58,M,M,null,0,,,74629.41422,,74629.41422,637001
12012719,1,4,,39,M,M,UG,3,,,81033.9421,,81033.9421,520003
12012718,1,4,,47,M,M,UG,0,,,60789.34356,,60789.34356,411005
12012720,1,5,,34,M,M,UG,0,,,36031.0992,3,36031.0992,360001
12012721,1,4,,42,M,M,UG,0,,,52291.37879,,52291.37879,500034
12012722,1,4,,34,M,M,UG,0,,,105291.8196,,105291.8196,500050
12012943,1,4,,44,M,M,UG,0,,,91579.0438,,91579.0438,530016
12012723,1,4,,48,M,M,UG,0,,,210310.8988,,210310.8988,520003
12013505,1,4,,36,M,M,UG,0,,,89035.84871,,89035.84871,635109
12012945,1,4,,39,M,M,UG,0,,,219385.1059,,219385.1059,500034
12012944,1,4,,46,M,M,UG,3,,,52045.4215,,52045.4215,520003
12012724,1,4,,56,M,M,GRAD,0,,,7108357.873,,7108357.873,600017
12012946,1,4,,37,M,M,UG,6,,,48641.98392,,48641.98392,632007
12013506,1,4,,59,M,M,GRAD,3,,,259480.2128,,259480.2128,391440
12012725,1,5,,44,M,M,UG,0,,,93643.32553,0,93643.32553,606601
12012947,1,4,,46,M,M,UG,0,,,38092.82872,,38092.82872,635109
12013190,1,4,,63,M,M,UG,1,,,1.5012958,,1.5012958,632007
12012726,1,4,,37,M,M,UG,2,,,34650.91293,,34650.90843,380015
12013189,1,4,,59,F,M,POSTGRAD,0,,,72773.81261,,72773.81261,530016
12012727,1,4,,43,M,M,UG,0,,,34684.43687,,34684.43687,500034
12012949,1,5,,41,M,M,GRAD,0,,OTH,92054.95457,13,92054.95457,380015
12012728,1,4,,63,M,M,UG,5,,,129355.5195,,129355.524,380015
12013191,1,4,,38,M,M,UG,0,,,62509.45322,,62509.45322,500050
12012729,1,4,,70,M,M,GRAD,0,,,463482.6666,,463482.6666,411005
12013192,1,5,,28,M,S,GRAD,0,,,38577.29688,2,38577.29688,606601
12012731,1,4,,26,M,M,UG,0,,,63054.4236,,63054.4236,639001
12012951,1,4,,41,M,M,UG,0,,,59301.1841,,59301.1841,600053
12012732,1,5,,38,M,M,UG,0,,MGR,33028.5076,3,33028.5076,380015
12012730,1,4,,31,M,M,UG,0,,,39592.05273,,39592.05273,533101
12012733,1,5,,54,M,M,UG,0,,,28524.6202,14,28524.6202,360001
12012952,1,5,,31,M,S,GRAD,0,,,56537.29853,3,56537.29853,400070
12012735,1,5,,46,M,M,UG,0,,,65436.98003,0,65436.98003,411005
12012734,1,4,,25,M,S,GRAD,0,,,79068.7459,,79068.7459,380015
12012736,1,4,,48,M,M,GRAD,0,,,87060.77399,,87060.76948,411005
12012953,1,4,,37,M,M,UG,0,,,144124.3968,,144124.3968,530016
12012738,1,5,,57,M,M,UG,0,,,117212.1683,,117212.1683,560095
